Bookmaker styles in order of frequency
Text - Standard (tx)
Text - Std No-Indent (tx1)
Chap Title (ct)
Chap Number (cn)
Chap Opening Text No-Indent (cotx1)
Page Break (pb)
Space Break (#)
Space Break with Ornament (orn)
Illustration holder (ill)
FM Text (fmtx)
FM Text No-Indent (fmtx1)
BM Text (bmtx)
BM Text No-Indent (bmtx1)
Titlepage Author Name (au)
Titlepage Book Title (tit)
Titlepage Imprint Line (imp)
Titlepage Logo (logo)
Titlepage Book Subtitle (stit)
Part Number (pn)
Part Title (pt)
Halftitle Book Title (htit)
Copyright Text double space (crtxd)
Copyright Text single space (crtx)
Dedication (ded)
About Author Text Head (atah)
About Author Text (atatx)
About Author Text No-Indent (atatx1)
Ad Card List of Titles (acl)
Ad Card Main Head (acmh)
Ad Card Subhead (acsh)
FM Head (fmh)
FM Subhead (fmsh)
BM Head (bmh)
Caption (cap)
Illustration Source (is)
Extract (ext)
Extract Head (exth)
Extract-No Indent (ext1)
Extract Source (exts)
Epigraph - non-verse (epi)
Epigraph - verse (epiv)
Epigraph Source (eps)
FM Epigraph - non-verse (fmepi)
FM Epigraph - verse (fmepiv)
FM Epigraph Source (fmeps)
Front Sales Quote NoIndent (fsq1)
Front Sales Quote Source (fsqs)
Front Sales Title (fst)
Head - Level-1 (h1)
Head - Level-2 (h2)
Space Break with ALT Ornament (orn2)
Section Break (sbr)
Bibliography Text (bibtx)
BM Subhead (bmsh)
List Bullet (bl)
List Bullet Subentry (bsl)
List Num (nl)
Space Break - 1-Line (ls1)
Space Break - 2-Line (ls2)
Space Break - 3-Line (ls3)
Text - Standard ALT (atx)
Text - Std No-Indent ALT (atx1)
Titlepage Cities (cit)
Titlepage Contributor Name (con)
Titlepage Translator Name (tran)
Endnote Text
Endnote Text (ntx)
Footnote Text
Footnote Text (fm)
Extract - Verse or Poetry (extv)
Appendix Head (aph)
Appendix Text (aptx)
Appendix Text No-Indent (aptx1)
Text - Computer Type (com)
Text - Computer Type No-Indent (com1)
Chap Epigraph Source (ceps)
Chap Epigraph - non-verse (cepi)
Chap Epigraph - verse (cepiv)
Chap Title Nonprinting (ctnp)
Chap Opening Text (cotx)
Chap Ornament (corn)
Chap Ornament ALT (corn2)
Extract Headline (exthl)
Front Sales Text (fstx)
Appendix List Bullet (apbl)
Appendix List Num (apnl)
Bookmaker Page Break (br)
Chap Subtitle (cst)
Part Epigraph - non-verse (pepi)
Part Epigraph - verse (pepiv)
Part Epigraph Source (peps)
Part Opening Text (potx)
Part Opening Text No-Indent (potx1)
Part Ornament (porn)
Colophon Text (coltx)
Colophon Text No-Indent (coltx1)
Titlepage Publisher Name (pub)
Titlepage Series Title (ser)
TOC Author (cau)
TOC Backmatter Head (cbmh)
TOC Chapter Number (ccn)
TOC Chapter Subtitle (ccst)
TOC Chapter Title (cct)
TOC Frontmatter Head (cfmh)
TOC Level-1 Chapter Head (ch1)
TOC Page Number (cnum)
TOC Part Number (cpn)
TOC Part Title (cpt)
Dateline - Chapter (dl)
Dateline - Text (tdl)
Poem Dateline (vdl)
Story dateline (sdl)
Bookmaker Processing Instruction (bpi)
Space Break - Print Only (#po)
BOB Ad Title (bobt)
BOB Ad Subtitle (bobst)
BOB Ad Level-1 Subhead (bobh1)
BOB Ad Level-2 Subhead (bobh2)
BOB Ad Level-3 Subhead (bobh3)
BOB Ad Level-4 Subhead (bobh4)
BOB Ad Level-5 Subhead (bobh5)
BOB Ad Quote Head (bobqh)
BOB Ad Quote Source (bobqs)
BOB Ad Text (bobtx)
BOB Ad Text No-Indent (bobtx1)
BOB Ad Quote (bobq)
BOB Ad Quote No-Indent (bobq1)
BM Text No-Indent Space After (bmtx1#)
BM Text No-Indent Space Around (#bmtx1#)
BM Text No-Indent Space Before (#bmtx1)
BM Text Space After (bmtx#)
BM Text Space Around (#bmtx#)
BM Text Space Before (#bmtx)
FM Text No-Indent Space After (fmtx1#)
FM Text No-Indent Space Around (#fmtx1#)
FM Text No-Indent Space Before (#fmtx1)
FM Text Space After (fmtx#)
FM Text Space Around (#fmtx#)
FM Text Space Before (#fmtx)
Text - Standard Space After (tx#)
Text - Standard Space Around (#tx#)
Text - Standard Space Before (#tx)
Text - Std No-Indent Space After (tx1#)
Text - Std No-Indent Space Around (#tx1#)
Text - Std No-Indent Space Before (#tx1)
Teaser Opening Text (totx)
Teaser Opening Text No-Indent (totx1)
Letter Ext Address (ladd)
Letter Ext Body Text (ltx)
Letter Ext Body Text No-Indent (ltx1)
Letter Ext Closing (lcl)
Letter Ext Dateline (ldl)
Letter Ext General (extl)
Letter Ext Headnote (hn)
Letter Ext Postscript (lps)
Letter Ext Salutation (lsa)
Letter Ext Signature (lsig)
Chap Title ALT (act)
FM Head Nonprinting (fmhnp)
BM Head Nonprinting (bmhnp)
Space Break - Internal (int)
Extract - Song Lyric (extsl)
Extract - Inscription (ins)
Note Level-1 Subhead (n1)
Note Level-2 Subhead (n2)
